notam_id,icao_location,q_code,category,effective_start,effective_end,body_text,full_text,char_count,word_count
A2871/24,YSSY,QOBXX,OBSTACLE,2603062340,2603111540,MULTIPLE CRANES MAX 3437FT AGL WITHIN 11.5NM,"A2871/24 NOTAMN
Q) YSZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603062340 C) 2603111540
E) MULTIPLE CRANES MAX 3437FT AGL WITHIN 11.5NM",44,7
A2502/24,RJTT,QLTAS,LIGHTING,2603090840,2603251540,REIL RWY 28R U/S,"A2502/24 NOTAMN
Q) RJZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603090840 C) 2603251540
E) REIL RWY 28R U/S",16,4
A1008/24,OMDB,QMRLC,RUNWAY_CLOSURE,2603090640,2604020740,TWY K CLSD,"A1008/24 NOTAMN
Q) OMZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603090640 C) 2604020740
E) TWY K CLSD",10,3
A2936/24,LFPG,QOBCE,OBSTACLE,2603081940,2603300740,OBSTACLE LGTS U/S 5008S01833E 3296FT AMSL,"A2936/24 NOTAMN
Q) LFZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603081940 C) 2603300740
E) OBSTACLE LGTS U/S 5008S01833E 3296FT AMSL",41,6
A1116/24,EGLL,QMRLC,RUNWAY_CLOSURE,2603080440,2603270340,RWY 05 CLSD FOR MAINTENANCE,"A1116/24 NOTAMN
Q) EGZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080440 C) 2603270340
E) RWY 05 CLSD FOR MAINTENANCE",27,5
A1077/24,KJFK,QMRXX,RUNWAY_CLOSURE,2603070940,2603281040,RWY 10R THRESHOLD DISPLACED 13.0M,"A1077/24 NOTAMN
Q) KJZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603070940 C) 2603281040
E) RWY 10R THRESHOLD DISPLACED 13.0M",33,5
A2046/24,KLAX,QAALT,AIRSPACE_RESTRICTION,2603070140,2603100340,AIRSPACE C ACTIVATED SFC-1273FT AMSL,"A2046/24 NOTAMN
Q) KLZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603070140 C) 2603100340
E) AIRSPACE C ACTIVATED SFC-1273FT AMSL",36,5
A1549/24,KJFK,QNDXX,NAVIGATION_AID,2603061540,2603151740,GP RWY 28L NOT AVAILABLE,"A1549/24 NOTAMN
Q) KJZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603061540 C) 2603151740
E) GP RWY 28L NOT AVAILABLE",24,5
A3365/24,KATL,QARAS,AERODROME_PROCEDURE,2603091740,2603272140,FUEL AVBL H24,"A3365/24 NOTAMN
Q) KAZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603091740 C) 2603272140
E) FUEL AVBL H24",13,3
A3013/24,KATL,QAFXX,AERODROME_PROCEDURE,2603071040,2603270340,PPR REQUIRED FOR ALL ACFT OVER 25T,"A3013/24 NOTAMN
Q) KAZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603071040 C) 2603270340
E) PPR REQUIRED FOR ALL ACFT OVER 25T",34,7
A3346/24,EHAM,QARAS,AERODROME_PROCEDURE,2603060540,2603080840,AERODROME UNSERVICEABLE,"A3346/24 NOTAMN
Q) EHZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603060540 C) 2603080840
E) AERODROME UNSERVICEABLE",23,2
A3274/24,KLAX,QAAXX,AERODROME_PROCEDURE,2603061640,2603090740,FUEL AVBL H24,"A3274/24 NOTAMN
Q) KLZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603061640 C) 2603090740
E) FUEL AVBL H24",13,3
A1976/24,YSSY,QRPXX,AIRSPACE_RESTRICTION,2603081640,2603300140,AIRSPACE D ACTIVATED SFC-2453FT AMSL,"A1976/24 NOTAMN
Q) YSZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603081640 C) 2603300140
E) AIRSPACE D ACTIVATED SFC-2453FT AMSL",36,5
A3147/24,OMDB,QAAXX,AERODROME_PROCEDURE,2603080340,2603120040,EMERGENCY SERVICES REDUCED,"A3147/24 NOTAMN
Q) OMZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603080340 C) 2603120040
E) EMERGENCY SERVICES REDUCED",26,3
A2004/24,KATL,QAALT,AIRSPACE_RESTRICTION,2603081040,2603091040,TFR EFFECTIVE WITHIN 5NM RADIUS OF 3648N 01839W,"A2004/24 NOTAMN
Q) KAZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603081040 C) 2603091040
E) TFR EFFECTIVE WITHIN 5NM RADIUS OF 3648N 01839W",47,8
A1760/24,KJFK,QILXX,NAVIGATION_AID,2603060840,2604020340,VOR LND OTS,"A1760/24 NOTAMN
Q) KJZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603060840 C) 2604020340
E) VOR LND OTS",11,3
A1534/24,OMDB,QNVAS,NAVIGATION_AID,2603081740,2603192340,LOC RWY 05 UNRELIABLE WITHIN 14.2NM,"A1534/24 NOTAMN
Q) OMZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603081740 C) 2603192340
E) LOC RWY 05 UNRELIABLE WITHIN 14.2NM",35,6
A1367/24,KATL,QMRLT,RUNWAY_CLOSURE,2603060140,2603061740,ALL RWYS CLSD EXCEPT RWY 28R,"A1367/24 NOTAMN
Q) KAZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603060140 C) 2603061740
E) ALL RWYS CLSD EXCEPT RWY 28R",28,6
A2771/24,EGLL,QOBCE,OBSTACLE,2603070640,2603161440,MULTIPLE CRANES MAX 2248FT AGL WITHIN 7.0NM,"A2771/24 NOTAMN
Q) EGZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603070640 C) 2603161440
E) MULTIPLE CRANES MAX 2248FT AGL WITHIN 7.0NM",43,7
A1736/24,KJFK,QNVAS,NAVIGATION_AID,2603080040,2603110440,VOR DET OTS,"A1736/24 NOTAMN
Q) KJZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603080040 C) 2603110440
E) VOR DET OTS",11,3
A1940/24,KJFK,QRTCA,AIRSPACE_RESTRICTION,2603071440,2603262040,UAS OPERATIONS PROHIBITED WI 30NM OF EGLL,"A1940/24 NOTAMN
Q) KJZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603071440 C) 2603262040
E) UAS OPERATIONS PROHIBITED WI 30NM OF EGLL",41,7
A3356/24,KLAX,QARAS,AERODROME_PROCEDURE,2603061940,2603190240,ATC SERVICES NOT AVBL 6H DAILY,"A3356/24 NOTAMN
Q) KLZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603061940 C) 2603190240
E) ATC SERVICES NOT AVBL 6H DAILY",30,6
A1628/24,EGLL,QNVAS,NAVIGATION_AID,2603080940,2603101240,LOC RWY 05 UNRELIABLE WITHIN 8.8NM,"A1628/24 NOTAMN
Q) EGZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080940 C) 2603101240
E) LOC RWY 05 UNRELIABLE WITHIN 8.8NM",34,6
A2575/24,OMDB,QLTAS,LIGHTING,2603091240,2603091740,HIRL RWY 28R REDUCED TO MIRL,"A2575/24 NOTAMN
Q) OMZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603091240 C) 2603091740
E) HIRL RWY 28R REDUCED TO MIRL",28,6
A1158/24,OMDB,QMRXX,RUNWAY_CLOSURE,2603080140,2603080240,ALL RWYS CLSD EXCEPT RWY 27,"A1158/24 NOTAMN
Q) OMZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603080140 C) 2603080240
E) ALL RWYS CLSD EXCEPT RWY 27",27,6
A1073/24,EHAM,QMRLT,RUNWAY_CLOSURE,2603070540,2603151040,TWY D CLSD,"A1073/24 NOTAMN
Q) EHZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603070540 C) 2603151040
E) TWY D CLSD",10,3
A1048/24,YSSY,QMRLC,RUNWAY_CLOSURE,2603072040,2603180340,TWY H CLSD,"A1048/24 NOTAMN
Q) YSZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603072040 C) 2603180340
E) TWY H CLSD",10,3
A1244/24,OMDB,QMRXX,RUNWAY_CLOSURE,2603061840,2603201640,RWY 28L CLSD 1H DAILY,"A1244/24 NOTAMN
Q) OMZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603061840 C) 2603201640
E) RWY 28L CLSD 1H DAILY",21,5
A2085/24,LFPG,QAALT,AIRSPACE_RESTRICTION,2603062140,2603160840,RESTRICTED AREA MOA-7 ACTIVE SFC-15647FT MSL,"A2085/24 NOTAMN
Q) LFZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603062140 C) 2603160840
E) RESTRICTED AREA MOA-7 ACTIVE SFC-15647FT MSL",44,6
A1653/24,RJTT,QILXX,NAVIGATION_AID,2603061540,2603281840,LOC RWY 28L UNRELIABLE WITHIN 11.2NM,"A1653/24 NOTAMN
Q) RJZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603061540 C) 2603281840
E) LOC RWY 28L UNRELIABLE WITHIN 11.2NM",36,6
A3298/24,RJTT,QAAXX,AERODROME_PROCEDURE,2603090540,2603181740,FUEL NOT AVBL 6H DAILY,"A3298/24 NOTAMN
Q) RJZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603090540 C) 2603181740
E) FUEL NOT AVBL 6H DAILY",22,5
A2841/24,KATL,QOBXX,OBSTACLE,2603060940,2603300840,WINDTURBINE 5316S00043E 297FT AMSL,"A2841/24 NOTAMN
Q) KAZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603060940 C) 2603300840
E) WINDTURBINE 5316S00043E 297FT AMSL",34,4
A1140/24,RJTT,QMRLT,RUNWAY_CLOSURE,2603071140,2604012340,RWY 36 THRESHOLD DISPLACED 2.8M,"A1140/24 NOTAMN
Q) RJZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603071140 C) 2604012340
E) RWY 36 THRESHOLD DISPLACED 2.8M",31,5
A2120/24,OMDB,QAALT,AIRSPACE_RESTRICTION,2603091640,2603310440,TFR EFFECTIVE WITHIN 14NM RADIUS OF 3959N 00128W,"A2120/24 NOTAMN
Q) OMZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603091640 C) 2603310440
E) TFR EFFECTIVE WITHIN 14NM RADIUS OF 3959N 00128W",48,8
A1585/24,OMDB,QNVXX,NAVIGATION_AID,2603070040,2603200740,VOR/DME BNN REDUCED POWER 69 PCT,"A1585/24 NOTAMN
Q) OMZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603070040 C) 2603200740
E) VOR/DME BNN REDUCED POWER 69 PCT",32,6
A3293/24,KATL,QAFXX,AERODROME_PROCEDURE,2603091640,2603120640,FUEL NOT AVBL 1H DAILY,"A3293/24 NOTAMN
Q) KAZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603091640 C) 2603120640
E) FUEL NOT AVBL 1H DAILY",22,5
A2923/24,YSSY,QOBCE,OBSTACLE,2603080340,2603271840,NEW OBSTACLE CRANE 2526FT AGL WITHIN 10.3NM OF KLAX,"A2923/24 NOTAMN
Q) YSZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603080340 C) 2603271840
E) NEW OBSTACLE CRANE 2526FT AGL WITHIN 10.3NM OF KLAX",51,9
A3073/24,YSSY,QARAS,AERODROME_PROCEDURE,2603080240,2603252240,FUEL NOT AVBL 3H DAILY,"A3073/24 NOTAMN
Q) YSZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603080240 C) 2603252240
E) FUEL NOT AVBL 3H DAILY",22,5
A3261/24,LFPG,QAFXX,AERODROME_PROCEDURE,2603071740,2603270440,CUSTOMS NOT AVBL 5H DAILY,"A3261/24 NOTAMN
Q) LFZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603071740 C) 2603270440
E) CUSTOMS NOT AVBL 5H DAILY",25,5
A1068/24,RJTT,QMRLC,RUNWAY_CLOSURE,2603070240,2603091240,RWY 23 THRESHOLD DISPLACED 12.2M,"A1068/24 NOTAMN
Q) RJZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603070240 C) 2603091240
E) RWY 23 THRESHOLD DISPLACED 12.2M",32,5
A2724/24,KATL,QOBXX,OBSTACLE,2603080140,2603100440,CONSTRUCTION CRANE 1583FT MSL WITHIN 2.9NM ARP,"A2724/24 NOTAMN
Q) KAZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603080140 C) 2603100440
E) CONSTRUCTION CRANE 1583FT MSL WITHIN 2.9NM ARP",46,7
A2376/24,RJTT,QLTBA,LIGHTING,2603081440,2603220340,HIRL RWY 36 REDUCED TO MIRL,"A2376/24 NOTAMN
Q) RJZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603081440 C) 2603220340
E) HIRL RWY 36 REDUCED TO MIRL",27,6
A3166/24,YSSY,QARAS,AERODROME_PROCEDURE,2603081340,2603142140,AERODROME UNSERVICEABLE,"A3166/24 NOTAMN
Q) YSZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603081340 C) 2603142140
E) AERODROME UNSERVICEABLE",23,2
A3336/24,LFPG,QAAXX,AERODROME_PROCEDURE,2603060240,2603171540,FUEL NOT AVBL 6H DAILY,"A3336/24 NOTAMN
Q) LFZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603060240 C) 2603171540
E) FUEL NOT AVBL 6H DAILY",22,5
A1173/24,EDDF,QMRLC,RUNWAY_CLOSURE,2603091540,2603211640,RWY 36 CLSD FOR MAINTENANCE,"A1173/24 NOTAMN
Q) EDZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603091540 C) 2603211640
E) RWY 36 CLSD FOR MAINTENANCE",27,5
A1408/24,EDDF,QNVXX,NAVIGATION_AID,2603062140,2603310040,ILS RWY 14R NOT AVAILABLE,"A1408/24 NOTAMN
Q) EDZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603062140 C) 2603310040
E) ILS RWY 14R NOT AVAILABLE",25,5
A2363/24,EDDF,QLTBJ,LIGHTING,2603070540,2604042340,ALS RWY 05 OTS,"A2363/24 NOTAMN
Q) EDZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603070540 C) 2604042340
E) ALS RWY 05 OTS",14,4
A1263/24,KATL,QMRXX,RUNWAY_CLOSURE,2603091440,2603262040,TWY D CLSD,"A1263/24 NOTAMN
Q) KAZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603091440 C) 2603262040
E) TWY D CLSD",10,3
A1256/24,KLAX,QMRLT,RUNWAY_CLOSURE,2603090140,2604020540,RWY 32L THRESHOLD DISPLACED 3.9M,"A1256/24 NOTAMN
Q) KLZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603090140 C) 2604020540
E) RWY 32L THRESHOLD DISPLACED 3.9M",32,5
A3050/24,KLAX,QAAXX,AERODROME_PROCEDURE,2603092140,2604080440,FUEL NOT AVBL 6H DAILY,"A3050/24 NOTAMN
Q) KLZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603092140 C) 2604080440
E) FUEL NOT AVBL 6H DAILY",22,5
A1739/24,LFPG,QNVXX,NAVIGATION_AID,2603071540,2603192040,DME LND UNMON,"A1739/24 NOTAMN
Q) LFZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603071540 C) 2603192040
E) DME LND UNMON",13,3
A1384/24,KATL,QMRLT,RUNWAY_CLOSURE,2603060040,2603122140,ALL RWYS CLSD EXCEPT RWY 10R,"A1384/24 NOTAMN
Q) KAZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603060040 C) 2603122140
E) ALL RWYS CLSD EXCEPT RWY 10R",28,6
A2496/24,OMDB,QLTAS,LIGHTING,2603081840,2604031340,PAPI RWY 28L OTS,"A2496/24 NOTAMN
Q) OMZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603081840 C) 2604031340
E) PAPI RWY 28L OTS",16,4
A2269/24,RJTT,QLTBA,LIGHTING,2603080140,2603262140,PAPI RWY 05 OTS,"A2269/24 NOTAMN
Q) RJZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603080140 C) 2603262140
E) PAPI RWY 05 OTS",15,4
A1654/24,RJTT,QNVXX,NAVIGATION_AID,2603080140,2603300940,ILS RWY 32L NOT AVAILABLE,"A1654/24 NOTAMN
Q) RJZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603080140 C) 2603300940
E) ILS RWY 32L NOT AVAILABLE",25,5
A2497/24,OMDB,QLTBJ,LIGHTING,2603090140,2603241340,REIL RWY 14R U/S,"A2497/24 NOTAMN
Q) OMZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603090140 C) 2603241340
E) REIL RWY 14R U/S",16,4
A1600/24,KJFK,QILXX,NAVIGATION_AID,2603071340,2604041340,GP RWY 05 NOT AVAILABLE,"A1600/24 NOTAMN
Q) KJZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603071340 C) 2604041340
E) GP RWY 05 NOT AVAILABLE",23,5
A1479/24,OMDB,QNVAS,NAVIGATION_AID,2603081340,2603270140,LOC RWY 14R UNRELIABLE WITHIN 1.4NM,"A1479/24 NOTAMN
Q) OMZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603081340 C) 2603270140
E) LOC RWY 14R UNRELIABLE WITHIN 1.4NM",35,6
A3388/24,RJTT,QARAS,AERODROME_PROCEDURE,2603061340,2603280340,PPR REQUIRED FOR ALL ACFT OVER 25T,"A3388/24 NOTAMN
Q) RJZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603061340 C) 2603280340
E) PPR REQUIRED FOR ALL ACFT OVER 25T",34,7
A3133/24,LFPG,QAFXX,AERODROME_PROCEDURE,2603091240,2604080940,FUEL AVBL H24,"A3133/24 NOTAMN
Q) LFZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603091240 C) 2604080940
E) FUEL AVBL H24",13,3
A2194/24,KATL,QRPXX,AIRSPACE_RESTRICTION,2603070740,2603080140,PROHIBITED AREA D-201 ACTIVATED,"A2194/24 NOTAMN
Q) KAZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603070740 C) 2603080140
E) PROHIBITED AREA D-201 ACTIVATED",31,4
A1996/24,EGLL,QAALT,AIRSPACE_RESTRICTION,2603071540,2603232240,SPECIAL FLIGHT RULES AREA ACTIVE SFC-4832FT MSL,"A1996/24 NOTAMN
Q) EGZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603071540 C) 2603232240
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-4832FT MSL",47,7
A2154/24,EHAM,QAALT,AIRSPACE_RESTRICTION,2603080740,2603231340,SPECIAL FLIGHT RULES AREA ACTIVE SFC-8720FT MSL,"A2154/24 NOTAMN
Q) EHZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603080740 C) 2603231340
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-8720FT MSL",47,7
A2515/24,LFPG,QLTBJ,LIGHTING,2603072240,2603081240,APCH LGTS RWY 09 OTS,"A2515/24 NOTAMN
Q) LFZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603072240 C) 2603081240
E) APCH LGTS RWY 09 OTS",20,5
A3071/24,LFPG,QAAXX,AERODROME_PROCEDURE,2603080740,2603111140,FUEL NOT AVBL 3H DAILY,"A3071/24 NOTAMN
Q) LFZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603080740 C) 2603111140
E) FUEL NOT AVBL 3H DAILY",22,5
A3361/24,EHAM,QAFXX,AERODROME_PROCEDURE,2603080140,2603171940,AERODROME OPERATING HOURS CHANGED 1H DAILY,"A3361/24 NOTAMN
Q) EHZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603080140 C) 2603171940
E) AERODROME OPERATING HOURS CHANGED 1H DAILY",42,6
A2778/24,LFPG,QOBXX,OBSTACLE,2603092040,2604042140,CRANE 3393FT ERECTED 13.8NM SW OF KATL ARP,"A2778/24 NOTAMN
Q) LFZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603092040 C) 2604042140
E) CRANE 3393FT ERECTED 13.8NM SW OF KATL ARP",42,8
A2242/24,EGLL,QLTBA,LIGHTING,2603081140,2603202040,TWY H EDGE LGTS OTS,"A2242/24 NOTAMN
Q) EGZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603081140 C) 2603202040
E) TWY H EDGE LGTS OTS",19,5
A2071/24,LFPG,QRTCA,AIRSPACE_RESTRICTION,2603081540,2603140940,PROHIBITED AREA P-40 ACTIVATED,"A2071/24 NOTAMN
Q) LFZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603081540 C) 2603140940
E) PROHIBITED AREA P-40 ACTIVATED",30,4
A2399/24,OMDB,QLTBA,LIGHTING,2603090040,2603271140,TWY D EDGE LGTS OTS,"A2399/24 NOTAMN
Q) OMZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603090040 C) 2603271140
E) TWY D EDGE LGTS OTS",19,5
A2579/24,KATL,QLTAS,LIGHTING,2603061140,2603241940,APRON LGTS PARTLY U/S,"A2579/24 NOTAMN
Q) KAZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603061140 C) 2603241940
E) APRON LGTS PARTLY U/S",21,4
A2192/24,YSSY,QRTCA,AIRSPACE_RESTRICTION,2603070040,2603101840,TFR IN EFFECT WITHIN 9NM OF EDDF DUE TO MKG REPAINT,"A2192/24 NOTAMN
Q) YSZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603070040 C) 2603101840
E) TFR IN EFFECT WITHIN 9NM OF EDDF DUE TO MKG REPAINT",51,11
A3202/24,YSSY,QARAS,AERODROME_PROCEDURE,2603080940,2604011040,PPR REQUIRED FOR ALL ACFT OVER 10T,"A3202/24 NOTAMN
Q) YSZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603080940 C) 2604011040
E) PPR REQUIRED FOR ALL ACFT OVER 10T",34,7
A1235/24,EDDF,QMRXX,RUNWAY_CLOSURE,2603081140,2603230440,ALL RWYS CLSD EXCEPT RWY 05,"A1235/24 NOTAMN
Q) EDZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603081140 C) 2603230440
E) ALL RWYS CLSD EXCEPT RWY 05",27,6
A1313/24,EGLL,QMRXX,RUNWAY_CLOSURE,2603080940,2603211940,RWY 09 STRENGTH REDUCED ACFT OVER 10T NOT AUTHORIZED,"A1313/24 NOTAMN
Q) EGZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080940 C) 2603211940
E) RWY 09 STRENGTH REDUCED ACFT OVER 10T NOT AUTHORIZED",52,9
A2371/24,LFPG,QLTBA,LIGHTING,2603061140,2603192140,REIL RWY 10R U/S,"A2371/24 NOTAMN
Q) LFZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603061140 C) 2603192140
E) REIL RWY 10R U/S",16,4
A2848/24,EHAM,QOBCE,OBSTACLE,2603061640,2604010040,OBSTACLE LGTS U/S 4617N00240W 1683FT AMSL,"A2848/24 NOTAMN
Q) EHZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603061640 C) 2604010040
E) OBSTACLE LGTS U/S 4617N00240W 1683FT AMSL",41,6
A2578/24,LFPG,QLTBA,LIGHTING,2603062140,2603281840,PAPI RWY 32L OTS,"A2578/24 NOTAMN
Q) LFZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603062140 C) 2603281840
E) PAPI RWY 32L OTS",16,4
A2787/24,KLAX,QOBCE,OBSTACLE,2603060540,2603221040,TOWER ERECTED 3135S02029W HEIGHT 891FT AMSL,"A2787/24 NOTAMN
Q) KLZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603060540 C) 2603221040
E) TOWER ERECTED 3135S02029W HEIGHT 891FT AMSL",43,6
A3312/24,EHAM,QARAS,AERODROME_PROCEDURE,2603081040,2603251840,ATC SERVICES NOT AVBL 1H DAILY,"A3312/24 NOTAMN
Q) EHZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603081040 C) 2603251840
E) ATC SERVICES NOT AVBL 1H DAILY",30,6
A2247/24,KJFK,QLTBJ,LIGHTING,2603071240,2603111140,TWY D EDGE LGTS OTS,"A2247/24 NOTAMN
Q) KJZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603071240 C) 2603111140
E) TWY D EDGE LGTS OTS",19,5
A1527/24,EGLL,QNVXX,NAVIGATION_AID,2603081340,2604021740,VOR/DME BNN UNSERVICEABLE,"A1527/24 NOTAMN
Q) EGZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603081340 C) 2604021740
E) VOR/DME BNN UNSERVICEABLE",25,3
A3297/24,LFPG,QAFXX,AERODROME_PROCEDURE,2603090140,2603091840,FUEL NOT AVBL 6H DAILY,"A3297/24 NOTAMN
Q) LFZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603090140 C) 2603091840
E) FUEL NOT AVBL 6H DAILY",22,5
A2481/24,EGLL,QLTBJ,LIGHTING,2603090040,2604071440,REIL RWY 18 U/S,"A2481/24 NOTAMN
Q) EGZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603090040 C) 2604071440
E) REIL RWY 18 U/S",15,4
A1459/24,EHAM,QNDXX,NAVIGATION_AID,2603060840,2604050040,ILS RWY 10L REDUCED CATEGORY I,"A1459/24 NOTAMN
Q) EHZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603060840 C) 2604050040
E) ILS RWY 10L REDUCED CATEGORY I",30,6
A3227/24,EHAM,QAFXX,AERODROME_PROCEDURE,2603090440,2604061840,CUSTOMS NOT AVBL 4H DAILY,"A3227/24 NOTAMN
Q) EHZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603090440 C) 2604061840
E) CUSTOMS NOT AVBL 4H DAILY",25,5
A2223/24,EGLL,QLTBJ,LIGHTING,2603080540,2603291740,APRON LGTS PARTLY U/S,"A2223/24 NOTAMN
Q) EGZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603080540 C) 2603291740
E) APRON LGTS PARTLY U/S",21,4
