notam_id,icao_location,q_code,category,effective_start,effective_end,body_text,full_text,char_count,word_count,text_length,token_count,clean_text
A2461/24,RJTT,QLTBJ,LIGHTING,2603091840,2603262240,TWY E EDGE LGTS OTS,"A2461/24 NOTAMN
Q) RJZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603091840 C) 2603262240
E) TWY E EDGE LGTS OTS",19,5,19,5,edge lgts
A3149/24,OMDB,QAAXX,AERODROME_PROCEDURE,2603080640,2604041440,CUSTOMS NOT AVBL 6H DAILY,"A3149/24 NOTAMN
Q) OMZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603080640 C) 2604041440
E) CUSTOMS NOT AVBL 6H DAILY",25,5,25,5,customs daily
A2592/24,KLAX,QLTBA,LIGHTING,2603070540,2603312040,HIRL RWY 28L REDUCED TO MIRL,"A2592/24 NOTAMN
Q) KLZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603070540 C) 2603312040
E) HIRL RWY 28L REDUCED TO MIRL",28,6,28,6,hirl reduced mirl
A1443/24,EGLL,QNDXX,NAVIGATION_AID,2603091340,2603281440,ILS CAT I RWY 14R NOT AUTH,"A1443/24 NOTAMN
Q) EGZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603091340 C) 2603281440
E) ILS CAT I RWY 14R NOT AUTH",26,7,26,7,ils cat
A3074/24,LFPG,QARAS,AERODROME_PROCEDURE,2603061240,2603141440,AERODROME OPERATING HOURS CHANGED 6H DAILY,"A3074/24 NOTAMN
Q) LFZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603061240 C) 2603141440
E) AERODROME OPERATING HOURS CHANGED 6H DAILY",42,6,42,6,aerodrome operating hours changed daily
A1977/24,EDDF,QRTCA,AIRSPACE_RESTRICTION,2603060840,2604041940,SPECIAL FLIGHT RULES AREA ACTIVE SFC-13375FT MSL,"A1977/24 NOTAMN
Q) EDZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603060840 C) 2604041940
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-13375FT MSL",48,7,48,7,special flight rules area active sfc msl
A3142/24,KATL,QAFXX,AERODROME_PROCEDURE,2603072040,2603100240,FUEL NOT AVBL 5H DAILY,"A3142/24 NOTAMN
Q) KAZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603072040 C) 2603100240
E) FUEL NOT AVBL 5H DAILY",22,5,22,5,fuel daily
A3098/24,YSSY,QAFXX,AERODROME_PROCEDURE,2603081740,2603291040,ATIS INOP USE 118.575 FOR INFO,"A3098/24 NOTAMN
Q) YSZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603081740 C) 2603291040
E) ATIS INOP USE 118.575 FOR INFO",30,6,30,6,atis inop use
A3034/24,EGLL,QAAXX,AERODROME_PROCEDURE,2603082340,2604061040,AERODROME OPERATING HOURS CHANGED 5H DAILY,"A3034/24 NOTAMN
Q) EGZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603082340 C) 2604061040
E) AERODROME OPERATING HOURS CHANGED 5H DAILY",42,6,42,6,aerodrome operating hours changed daily
A2535/24,EDDF,QLTAS,LIGHTING,2603061140,2603230440,VASI RWY 28R UNSERVICEABLE,"A2535/24 NOTAMN
Q) EDZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603061140 C) 2603230440
E) VASI RWY 28R UNSERVICEABLE",26,4,26,4,vasi unserviceable
A2425/24,EGLL,QLTAS,LIGHTING,2603091040,2603131540,VASI RWY 27 UNSERVICEABLE,"A2425/24 NOTAMN
Q) EGZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603091040 C) 2603131540
E) VASI RWY 27 UNSERVICEABLE",25,4,25,4,vasi unserviceable
A2873/24,OMDB,QOBCE,OBSTACLE,2603090240,2603170740,CONSTRUCTION CRANE 2394FT MSL WITHIN 3.1NM ARP,"A2873/24 NOTAMN
Q) OMZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603090240 C) 2603170740
E) CONSTRUCTION CRANE 2394FT MSL WITHIN 3.1NM ARP",46,7,46,7,construction crane msl arp
A2859/24,KATL,QOBXX,OBSTACLE,2603082040,2603291340,NEW OBSTACLE CRANE 760FT AGL WITHIN 7.8NM OF YSSY,"A2859/24 NOTAMN
Q) KAZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603082040 C) 2603291340
E) NEW OBSTACLE CRANE 760FT AGL WITHIN 7.8NM OF YSSY",49,9,49,9,new obstacle crane agl yssy
A2304/24,EGLL,QLTAS,LIGHTING,2603092340,2603252340,APRON LGTS PARTLY U/S,"A2304/24 NOTAMN
Q) EGZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603092340 C) 2603252340
E) APRON LGTS PARTLY U/S",21,4,21,4,apron lgts partly
A1639/24,YSSY,QILXX,NAVIGATION_AID,2603080440,2604012240,ILS RWY 14R NOT AVAILABLE,"A1639/24 NOTAMN
Q) YSZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603080440 C) 2604012240
E) ILS RWY 14R NOT AVAILABLE",25,5,25,5,ils available
A2948/24,KATL,QOBXX,OBSTACLE,2603091540,2603151240,NEW OBSTACLE CRANE 1921FT AGL WITHIN 13.8NM OF OMDB,"A2948/24 NOTAMN
Q) KAZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603091540 C) 2603151240
E) NEW OBSTACLE CRANE 1921FT AGL WITHIN 13.8NM OF OMDB",51,9,51,9,new obstacle crane agl omdb
A2528/24,EGLL,QLTBJ,LIGHTING,2603071140,2603220440,PAPI RWY 32L OTS,"A2528/24 NOTAMN
Q) EGZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603071140 C) 2603220440
E) PAPI RWY 32L OTS",16,4,16,4,papi
A1605/24,LFPG,QNVAS,NAVIGATION_AID,2603060240,2603282140,NDB BNN REDUCED POWER 66 PCT,"A1605/24 NOTAMN
Q) LFZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603060240 C) 2603282140
E) NDB BNN REDUCED POWER 66 PCT",28,6,28,6,ndb bnn reduced power pct
A2386/24,YSSY,QLTBA,LIGHTING,2603091040,2603252040,HIRL RWY 14R REDUCED TO MIRL,"A2386/24 NOTAMN
Q) YSZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603091040 C) 2603252040
E) HIRL RWY 14R REDUCED TO MIRL",28,6,28,6,hirl reduced mirl
A2155/24,EGLL,QRTCA,AIRSPACE_RESTRICTION,2603070140,2603172240,SPECIAL FLIGHT RULES AREA ACTIVE SFC-12127FT MSL,"A2155/24 NOTAMN
Q) EGZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603070140 C) 2603172240
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-12127FT MSL",48,7,48,7,special flight rules area active sfc msl
A1369/24,KATL,QMRXX,RUNWAY_CLOSURE,2603071440,2603220040,RWY 23 CLSD DUE TO BIRD STRIKE,"A1369/24 NOTAMN
Q) KAZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603071440 C) 2603220040
E) RWY 23 CLSD DUE TO BIRD STRIKE",30,7,30,7,bird strike
A2293/24,KATL,QLTBJ,LIGHTING,2603052340,2603261740,REIL RWY 32L U/S,"A2293/24 NOTAMN
Q) KAZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603052340 C) 2603261740
E) REIL RWY 32L U/S",16,4,16,4,reil
A1098/24,KATL,QMRLC,RUNWAY_CLOSURE,2603091440,2603271940,RWY 10R CLSD TO ALL ACFT EXCEPT EMERGENCY,"A1098/24 NOTAMN
Q) KAZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603091440 C) 2603271940
E) RWY 10R CLSD TO ALL ACFT EXCEPT EMERGENCY",41,8,41,8,except emergency
A1728/24,YSSY,QNVAS,NAVIGATION_AID,2603070840,2603310540,DME CLN OTS,"A1728/24 NOTAMN
Q) YSZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603070840 C) 2603310540
E) DME CLN OTS",11,3,11,3,dme cln
A1840/24,KATL,QRPXX,AIRSPACE_RESTRICTION,2603082340,2603120540,RESTRICTED AREA W-497 ACTIVE SFC-6299FT MSL,"A1840/24 NOTAMN
Q) KAZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603082340 C) 2603120540
E) RESTRICTED AREA W-497 ACTIVE SFC-6299FT MSL",43,6,43,6,restricted area active sfc msl
A2743/24,RJTT,QOBXX,OBSTACLE,2603071240,2603241840,MULTIPLE CRANES MAX 2528FT AGL WITHIN 13.2NM,"A2743/24 NOTAMN
Q) RJZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603071240 C) 2603241840
E) MULTIPLE CRANES MAX 2528FT AGL WITHIN 13.2NM",44,7,44,7,multiple cranes max agl
A2741/24,YSSY,QOBCE,OBSTACLE,2603062140,2603181740,WINDTURBINE 5059N01133W 2500FT AMSL,"A2741/24 NOTAMN
Q) YSZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603062140 C) 2603181740
E) WINDTURBINE 5059N01133W 2500FT AMSL",35,4,35,4,windturbine amsl
A1823/24,KATL,QRPXX,AIRSPACE_RESTRICTION,2603080140,2603150840,CLASS B AIRSPACE CHANGED TO CLASS D,"A1823/24 NOTAMN
Q) KAZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603080140 C) 2603150840
E) CLASS B AIRSPACE CHANGED TO CLASS D",35,7,35,7,class airspace changed class
A3341/24,LFPG,QAFXX,AERODROME_PROCEDURE,2603060140,2603310340,PPR REQUIRED FOR ALL ACFT OVER 10T,"A3341/24 NOTAMN
Q) LFZX/QAFXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603060140 C) 2603310340
E) PPR REQUIRED FOR ALL ACFT OVER 10T",34,7,34,7,required
A2432/24,KATL,QLTBJ,LIGHTING,2603060240,2603232040,PAPI RWY 36 OTS,"A2432/24 NOTAMN
Q) KAZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603060240 C) 2603232040
E) PAPI RWY 36 OTS",15,4,15,4,papi
A1039/24,KATL,QMRXX,RUNWAY_CLOSURE,2603070940,2603161440,TWY G CLSD,"A1039/24 NOTAMN
Q) KAZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603070940 C) 2603161440
E) TWY G CLSD",10,3,10,3,
A1876/24,KLAX,QAALT,AIRSPACE_RESTRICTION,2603090540,2604011640,TFR IN EFFECT WITHIN 4NM OF EGLL DUE TO FUEL SPILL,"A1876/24 NOTAMN
Q) KLZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603090540 C) 2604011640
E) TFR IN EFFECT WITHIN 4NM OF EGLL DUE TO FUEL SPILL",50,11,50,11,tfr effect egll fuel spill
A1807/24,KATL,QRTCA,AIRSPACE_RESTRICTION,2603061540,2603251840,SPECIAL FLIGHT RULES AREA ACTIVE SFC-4942FT MSL,"A1807/24 NOTAMN
Q) KAZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603061540 C) 2603251840
E) SPECIAL FLIGHT RULES AREA ACTIVE SFC-4942FT MSL",47,7,47,7,special flight rules area active sfc msl
A2726/24,KATL,QOBXX,OBSTACLE,2603081840,2604031840,NEW OBSTACLE CRANE 1322FT AGL WITHIN 6.0NM OF RJTT,"A2726/24 NOTAMN
Q) KAZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603081840 C) 2604031840
E) NEW OBSTACLE CRANE 1322FT AGL WITHIN 6.0NM OF RJTT",50,9,50,9,new obstacle crane agl rjtt
A1888/24,EGLL,QRTCA,AIRSPACE_RESTRICTION,2603090340,2604071540,TFR EFFECTIVE WITHIN 16NM RADIUS OF 3403N 02021W,"A1888/24 NOTAMN
Q) EGZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603090340 C) 2604071540
E) TFR EFFECTIVE WITHIN 16NM RADIUS OF 3403N 02021W",48,8,48,8,tfr radius
A1489/24,RJTT,QILXX,NAVIGATION_AID,2603082040,2603261540,TACAN DET UNSERVICEABLE,"A1489/24 NOTAMN
Q) RJZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603082040 C) 2603261540
E) TACAN DET UNSERVICEABLE",23,3,23,3,tacan det unserviceable
A2334/24,YSSY,QLTAS,LIGHTING,2603061440,2604010640,VASI RWY 05 UNSERVICEABLE,"A2334/24 NOTAMN
Q) YSZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603061440 C) 2604010640
E) VASI RWY 05 UNSERVICEABLE",25,4,25,4,vasi unserviceable
A2896/24,RJTT,QOBXX,OBSTACLE,2603080740,2604070640,CRANE 1742FT ERECTED 12.7NM NE OF KLAX ARP,"A2896/24 NOTAMN
Q) RJZX/QOBXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603080740 C) 2604070640
E) CRANE 1742FT ERECTED 12.7NM NE OF KLAX ARP",42,8,42,8,crane erected klax arp
A2186/24,YSSY,QRPXX,AIRSPACE_RESTRICTION,2603070940,2604050240,PROHIBITED AREA W-497 ACTIVATED,"A2186/24 NOTAMN
Q) YSZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603070940 C) 2604050240
E) PROHIBITED AREA W-497 ACTIVATED",31,4,31,4,prohibited area activated
A3229/24,YSSY,QAAXX,AERODROME_PROCEDURE,2603070140,2603200140,NOISE ABATEMENT PROC CHANGED,"A3229/24 NOTAMN
Q) YSZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603070140 C) 2603200140
E) NOISE ABATEMENT PROC CHANGED",28,4,28,4,noise abatement proc changed
A1898/24,KJFK,QRTCA,AIRSPACE_RESTRICTION,2603090740,2604060940,TFR EFFECTIVE WITHIN 11NM RADIUS OF 3305N 00443W,"A1898/24 NOTAMN
Q) KJZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603090740 C) 2604060940
E) TFR EFFECTIVE WITHIN 11NM RADIUS OF 3305N 00443W",48,8,48,8,tfr radius
A1372/24,YSSY,QMRXX,RUNWAY_CLOSURE,2603092040,2603222240,TWY H CLSD,"A1372/24 NOTAMN
Q) YSZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603092040 C) 2603222240
E) TWY H CLSD",10,3,10,3,
A2833/24,EHAM,QOBCE,OBSTACLE,2603071140,2604010140,CONSTRUCTION CRANE 3130FT MSL WITHIN 4.3NM ARP,"A2833/24 NOTAMN
Q) EHZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603071140 C) 2604010140
E) CONSTRUCTION CRANE 3130FT MSL WITHIN 4.3NM ARP",46,7,46,7,construction crane msl arp
A3011/24,EDDF,QAAXX,AERODROME_PROCEDURE,2603061740,2603101840,EMERGENCY SERVICES REDUCED,"A3011/24 NOTAMN
Q) EDZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603061740 C) 2603101840
E) EMERGENCY SERVICES REDUCED",26,3,26,3,emergency services reduced
A2268/24,EGLL,QLTAS,LIGHTING,2603060540,2603211340,HIRL RWY 10R REDUCED TO MIRL,"A2268/24 NOTAMN
Q) EGZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603060540 C) 2603211340
E) HIRL RWY 10R REDUCED TO MIRL",28,6,28,6,hirl reduced mirl
A1768/24,KATL,QNVAS,NAVIGATION_AID,2603082340,2604011340,DME LAM UNSERVICEABLE,"A1768/24 NOTAMN
Q) KAZX/QNVAS/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603082340 C) 2604011340
E) DME LAM UNSERVICEABLE",21,3,21,3,dme lam unserviceable
A1324/24,KLAX,QMRLC,RUNWAY_CLOSURE,2603091740,2604020640,RWY 10L THRESHOLD DISPLACED 8.0M,"A1324/24 NOTAMN
Q) KLZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603091740 C) 2604020640
E) RWY 10L THRESHOLD DISPLACED 8.0M",32,5,32,5,threshold displaced
A1168/24,KJFK,QMRXX,RUNWAY_CLOSURE,2603090540,2603111340,ALL RWYS CLSD EXCEPT RWY 05,"A1168/24 NOTAMN
Q) KJZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603090540 C) 2603111340
E) ALL RWYS CLSD EXCEPT RWY 05",27,6,27,6,rwys except
A1744/24,KATL,QNDXX,NAVIGATION_AID,2603090640,2604031440,VOR/DME CLN OTS,"A1744/24 NOTAMN
Q) KAZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603090640 C) 2604031440
E) VOR/DME CLN OTS",15,3,15,3,vor dme cln
A1690/24,OMDB,QILXX,NAVIGATION_AID,2603081940,2604050440,ILS CAT II RWY 05 NOT AUTH,"A1690/24 NOTAMN
Q) OMZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603081940 C) 2604050440
E) ILS CAT II RWY 05 NOT AUTH",26,7,26,7,ils cat
A3238/24,KLAX,QARAS,AERODROME_PROCEDURE,2603060240,2603070740,PPR REQUIRED FOR ALL ACFT OVER 5T,"A3238/24 NOTAMN
Q) KLZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603060240 C) 2603070740
E) PPR REQUIRED FOR ALL ACFT OVER 5T",33,7,33,7,required
A1392/24,EDDF,QMRXX,RUNWAY_CLOSURE,2603071640,2603130840,ALL RWYS CLSD EXCEPT RWY 32L,"A1392/24 NOTAMN
Q) EDZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603071640 C) 2603130840
E) ALL RWYS CLSD EXCEPT RWY 32L",28,6,28,6,rwys except
A2053/24,OMDB,QAALT,AIRSPACE_RESTRICTION,2603072140,2604010340,UAS OPERATIONS PROHIBITED WI 9NM OF KLAX,"A2053/24 NOTAMN
Q) OMZX/QAALT/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603072140 C) 2604010340
E) UAS OPERATIONS PROHIBITED WI 9NM OF KLAX",40,7,40,7,uas operations prohibited klax
A1185/24,OMDB,QMRLT,RUNWAY_CLOSURE,2603072240,2603151040,RWY 36 THRESHOLD DISPLACED 7.5M,"A1185/24 NOTAMN
Q) OMZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603072240 C) 2603151040
E) RWY 36 THRESHOLD DISPLACED 7.5M",31,5,31,5,threshold displaced
A2885/24,RJTT,QOBCE,OBSTACLE,2603091840,2603271540,OBSTACLE LGTS U/S 5341N00754W 1519FT AMSL,"A2885/24 NOTAMN
Q) RJZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603091840 C) 2603271540
E) OBSTACLE LGTS U/S 5341N00754W 1519FT AMSL",41,6,41,6,obstacle lgts amsl
A1365/24,EDDF,QMRLT,RUNWAY_CLOSURE,2603071840,2604032240,RWY 18 CLSD TO ALL ACFT EXCEPT EMERGENCY,"A1365/24 NOTAMN
Q) EDZX/QMRLT/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603071840 C) 2604032240
E) RWY 18 CLSD TO ALL ACFT EXCEPT EMERGENCY",40,8,40,8,except emergency
A2540/24,KJFK,QLTBJ,LIGHTING,2603090040,2603230540,PAPI RWY 05 OTS,"A2540/24 NOTAMN
Q) KJZX/QLTBJ/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603090040 C) 2603230540
E) PAPI RWY 05 OTS",15,4,15,4,papi
A2967/24,EGLL,QOBCE,OBSTACLE,2603092040,2603281340,WINDTURBINE 3550N02047E 3339FT AMSL,"A2967/24 NOTAMN
Q) EGZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603092040 C) 2603281340
E) WINDTURBINE 3550N02047E 3339FT AMSL",35,4,35,4,windturbine amsl
A3035/24,YSSY,QARAS,AERODROME_PROCEDURE,2603081540,2604051640,EMERGENCY SERVICES REDUCED,"A3035/24 NOTAMN
Q) YSZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603081540 C) 2604051640
E) EMERGENCY SERVICES REDUCED",26,3,26,3,emergency services reduced
A1589/24,YSSY,QNDXX,NAVIGATION_AID,2603071840,2603090340,NDB BNN UNSERVICEABLE,"A1589/24 NOTAMN
Q) YSZX/QNDXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603071840 C) 2603090340
E) NDB BNN UNSERVICEABLE",21,3,21,3,ndb bnn unserviceable
A1345/24,LFPG,QMRLC,RUNWAY_CLOSURE,2603072140,2603250740,RWY 23 CLSD DUE TO INSPECTION,"A1345/24 NOTAMN
Q) LFZX/QMRLC/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603072140 C) 2603250740
E) RWY 23 CLSD DUE TO INSPECTION",29,6,29,6,inspection
A1572/24,KJFK,QNVXX,NAVIGATION_AID,2603090640,2603190140,NDB LND OTS,"A1572/24 NOTAMN
Q) KJZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603090640 C) 2603190140
E) NDB LND OTS",11,3,11,3,ndb lnd
A2473/24,OMDB,QLTAS,LIGHTING,2603081140,2603111540,TWY G EDGE LGTS OTS,"A2473/24 NOTAMN
Q) OMZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603081140 C) 2603111540
E) TWY G EDGE LGTS OTS",19,5,19,5,edge lgts
A1913/24,EHAM,QRTCA,AIRSPACE_RESTRICTION,2603060440,2603152340,TFR EFFECTIVE WITHIN 17NM RADIUS OF 4335N 01640W,"A1913/24 NOTAMN
Q) EHZX/QRTCA/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603060440 C) 2603152340
E) TFR EFFECTIVE WITHIN 17NM RADIUS OF 4335N 01640W",48,8,48,8,tfr radius
A2577/24,EGLL,QLTAS,LIGHTING,2603091640,2603281140,APRON LGTS PARTLY U/S,"A2577/24 NOTAMN
Q) EGZX/QLTAS/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603091640 C) 2603281140
E) APRON LGTS PARTLY U/S",21,4,21,4,apron lgts partly
A1655/24,RJTT,QNVXX,NAVIGATION_AID,2603080540,2603260740,ILS RWY 10R NOT AVAILABLE,"A1655/24 NOTAMN
Q) RJZX/QNVXX/IV/NBO/A/000/999/5000N00000E999
A) RJTT B) 2603080540 C) 2603260740
E) ILS RWY 10R NOT AVAILABLE",25,5,25,5,ils available
A1069/24,EHAM,QMRXX,RUNWAY_CLOSURE,2603071340,2603231540,TWY E CLSD,"A1069/24 NOTAMN
Q) EHZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603071340 C) 2603231540
E) TWY E CLSD",10,3,10,3,
A3243/24,LFPG,QARAS,AERODROME_PROCEDURE,2603070140,2603090940,ATIS INOP USE 122.265 FOR INFO,"A3243/24 NOTAMN
Q) LFZX/QARAS/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603070140 C) 2603090940
E) ATIS INOP USE 122.265 FOR INFO",30,6,30,6,atis inop use
A1394/24,KJFK,QMRXX,RUNWAY_CLOSURE,2603091540,2603281540,RWY 23 CLSD 1H DAILY,"A1394/24 NOTAMN
Q) KJZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) KJFK B) 2603091540 C) 2603281540
E) RWY 23 CLSD 1H DAILY",20,5,20,5,daily
A1772/24,EGLL,QILXX,NAVIGATION_AID,2603092040,2603181840,TACAN BIG OTS,"A1772/24 NOTAMN
Q) EGZX/QILXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603092040 C) 2603181840
E) TACAN BIG OTS",13,3,13,3,tacan big
A1862/24,KATL,QDAXX,AIRSPACE_RESTRICTION,2603080640,2603220440,UAS OPERATIONS PROHIBITED WI 22NM OF OMDB,"A1862/24 NOTAMN
Q) KAZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603080640 C) 2603220440
E) UAS OPERATIONS PROHIBITED WI 22NM OF OMDB",41,7,41,7,uas operations prohibited omdb
A2137/24,KATL,QDAXX,AIRSPACE_RESTRICTION,2603061540,2603251640,AIRSPACE E ACTIVATED SFC-3069FT AMSL,"A2137/24 NOTAMN
Q) KAZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) KATL B) 2603061540 C) 2603251640
E) AIRSPACE E ACTIVATED SFC-3069FT AMSL",36,5,36,5,airspace activated sfc amsl
A1211/24,EGLL,QMRXX,RUNWAY_CLOSURE,2603081040,2603130340,RWY 18 CLSD FOR MAINTENANCE,"A1211/24 NOTAMN
Q) EGZX/QMRXX/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603081040 C) 2603130340
E) RWY 18 CLSD FOR MAINTENANCE",27,5,27,5,maintenance
A3282/24,YSSY,QAAXX,AERODROME_PROCEDURE,2603080040,2603251040,CUSTOMS NOT AVBL 4H DAILY,"A3282/24 NOTAMN
Q) YSZX/QAAXX/IV/NBO/A/000/999/5000N00000E999
A) YSSY B) 2603080040 C) 2603251040
E) CUSTOMS NOT AVBL 4H DAILY",25,5,25,5,customs daily
A2042/24,KLAX,QRPXX,AIRSPACE_RESTRICTION,2603070040,2603101840,TFR EFFECTIVE WITHIN 13NM RADIUS OF 4154N 00121W,"A2042/24 NOTAMN
Q) KLZX/QRPXX/IV/NBO/A/000/999/5000N00000E999
A) KLAX B) 2603070040 C) 2603101840
E) TFR EFFECTIVE WITHIN 13NM RADIUS OF 4154N 00121W",48,8,48,8,tfr radius
A2817/24,EGLL,QOBCE,OBSTACLE,2603060240,2603230440,WINDTURBINE 4618N01812E 2341FT AMSL,"A2817/24 NOTAMN
Q) EGZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EGLL B) 2603060240 C) 2603230440
E) WINDTURBINE 4618N01812E 2341FT AMSL",35,4,35,4,windturbine amsl
A2770/24,EDDF,QOBCE,OBSTACLE,2603081140,2603181240,NEW OBSTACLE CRANE 2918FT AGL WITHIN 7.6NM OF KLAX,"A2770/24 NOTAMN
Q) EDZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) EDDF B) 2603081140 C) 2603181240
E) NEW OBSTACLE CRANE 2918FT AGL WITHIN 7.6NM OF KLAX",50,9,50,9,new obstacle crane agl klax
A2165/24,LFPG,QDAXX,AIRSPACE_RESTRICTION,2603092340,2603201140,PROHIBITED AREA D-201 ACTIVATED,"A2165/24 NOTAMN
Q) LFZX/QDAXX/IV/NBO/A/000/999/5000N00000E999
A) LFPG B) 2603092340 C) 2603201140
E) PROHIBITED AREA D-201 ACTIVATED",31,4,31,4,prohibited area activated
A2847/24,OMDB,QOBCE,OBSTACLE,2603080040,2603191740,WINDTURBINE 3900N01853E 218FT AMSL,"A2847/24 NOTAMN
Q) OMZX/QOBCE/IV/NBO/A/000/999/5000N00000E999
A) OMDB B) 2603080040 C) 2603191740
E) WINDTURBINE 3900N01853E 218FT AMSL",34,4,34,4,windturbine amsl
A2501/24,EHAM,QLTBA,LIGHTING,2603071940,2603280440,ALS RWY 09 OTS,"A2501/24 NOTAMN
Q) EHZX/QLTBA/IV/NBO/A/000/999/5000N00000E999
A) EHAM B) 2603071940 C) 2603280440
E) ALS RWY 09 OTS",14,4,14,4,als
